RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04
102001,United States,0,187900,184600,180300,176300,174700,173800,172900,171400,169200,166500,163500,161900,159200,155300,151400,150600,152700,155600,157400,158400,159700,161200,163400,163300,164200,161100,159100,155500,156300,157100,159e3,158300,158600,157800,158e3,156900,154600,151800,149e3,148700,149500,149900,149400,148100,148200,149e3,149e3,148400,148100,149e3,151100,153e3,154900,156500,157400,158900,16e4,162600,163200,163200,163300,164800,167200,169e3,171700,173700,174300,174600,174100,174800,174100,174900,175e3,175500,175800,176600,178200,179900,181500,182200,182400,182600,184300,186100,188600,190200,191800,192400,193e3,192600,192800,192100,192400,194300,196200,196900,196100,196300,197300,198800,199200,200400,201200,203300,205700,207e3,208100,208600,208800,209e3,208800,209900,210600,211100,212700,214500,217800,219300,221700,225200,228200,228500,225300,223900,222900,223100,222800,224500,227200,228800,231400,232800,234500,
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362600,361900,362800,364e3,366e3,362e3,356500,353600,353300,350700,341e3,329300,324900,322400,324300,324500,329100,332500,336900,338e3,336100,336e3,337300,338500,335900,333400,330200,331400,331100,335e3,337400,341600,349500,353400,355300,350500,349200,348500,349800,349800,35e4,352300,352700,353500,355300,354500,354300,352200,353100,355800,354500,354600,353800,352300,353e3,351400,354100,355600,357100,358800,359200,358200,358700,359700,361100,360900,360300,361400,362500,362100,362400,361e3,360900,356800,360800,363700,372600,373900,374700,374300,372100,374400,375e3,379600,381e3,382100,382500,384e3,385500,385200,384800,386700,389800,392100,391100,391300,390600,389600,386300,384400,
753899,"Los Angeles-Long Beach-Anaheim, CA",2,475100,463200,448200,437e3,421900,407200,391900,379600,368100,356700,342e3,331700,325200,321100,320500,326200,334500,341e3,348900,356e3,363800,366900,370900,369200,367600,363100,366700,363800,365700,360500,366800,365500,368800,365200,361900,358500,355200,355400,352900,348500,347500,345200,344900,338900,338600,337200,337700,335800,336400,340500,344100,348600,355500,362800,372700,378100,387600,395700,398500,400100,405e3,419700,432800,442e3,446700,449500,451700,454100,456700,457200,454700,455500,456800,460600,464200,464600,467400,467900,470500,474300,475500,477900,479800,486500,491100,495200,494200,497800,499400,503900,504900,503600,504600,510700,518100,520100,519500,522300,528600,530200,529400,530500,532700,531400,530400,528300,531400,525300,528700,529400,538500,539900,544e3,545100,551300,562400,580400,590300,597300,600700,608200,609900,613600,614500,616e3,616300,619400,626100,631900,630400,628900,623800,629200,632800
394463,"Chicago, IL",3,254700,251500,237200,224500,222500,222500,226200,224700,222400,219400,213200,210400,206200,201600,193500,187400,187900,191200,193900,196100,198400,198500,198100,198400,196200,193300,186300,185600,183300,184500,181400,183e3,185900,187e3,184800,180400,176800,172100,165700,163100,165300,169300,17e4,168100,165300,166100,162500,161900,159200,160200,158700,161900,163700,166300,165800,164600,165800,164100,164700,162300,162100,162500,166400,172900,183400,188700,193e3,193600,195100,195300,192800,194400,193500,193200,191400,193e3,196100,200100,204100,204700,203800,201e3,201600,202400,204500,206100,206200,204600,202300,195e3,191800,187600,187600,185900,183800,183100,183900,186400,188100,189300,190200,192800,192300,193700,195600,200100,203300,204700,205900,205800,205100,202900,200700,199600,198800,200300,202600,205800,208800,212500,220200,222600,220800,218200,219500,22e4,218300,218300,225500,224300,227700,231400,242900,244400
394514,"Dallas-Fort Worth, TX",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199500,201800,202800,203400,202300,202400,204e3,205e3,205900,206300,207600,209100,212700,215600,218500,219100,219200,220500,220500,220300,221100,225500,230500,232200,232100,231400,232100,233300,235700,237900,239600,240500,242300,245200,247100,246800,244900,244500,247200,247800,251e3,252200,254500,252700,250800,249500,249500,
394974,"Philadelphia, PA",5,211700,210500,206300,198100,194900,194500,196200,196600,197600,197500,197400,198200,201200,200900,195300,188700,185700,188500,190300,192100,193e3,197900,200900,203500,203100,202800,197500,191400,188400,185600,187300,187500,192e3,195500,200800,203300,199600,193600,184500,181200,18e4,181600,180200,178900,178700,183200,184900,189e3,187e3,186700,184800,186500,186700,187100,182100,182200,184800,194500,197800,197600,193400,192400,190200,191300,193400,197100,196e3,195e3,193700,195500,195300,195200,195800,194e3,192400,191200,191100,192e3,192500,194100,193200,193100,192500,191800,191400,193200,194900,194900,193500,192e3,192700,192900,192800,191e3,193e3,199100,198700,196200,191800,193900,195600,195600,195800,193800,194600,199400,200200,203900,200900,202400,201800,201900,201600,199100,197200,196200,195600,200400,201e3,200800,198900,198900,201500,199400,198200,197300,198200,199700,201700,204400,208e3,211400,213e3,
394692,"Houston, TX",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182400,181800,184800,186300,188500,187500,188400,189600,189900,190800,191e3,191900,193200,192900,193200,189900,189600,188600,192e3,193300,195100,192700,193200,194400,198700,201700,203e3,204800,206600,208700,211500,212800,215e3,215500,215e3,215700,215400,216800,217100,220200,223700,224100,221500,218200,219200,221100,224800,225e3,222900,220900,219900,223100,226200,229700,231700,226100,222600,219e3,
395209,"Washington, DC",7,357300,347400,331500,317200,311400,309500,302200,293800,286800,280900,281800,278900,281700,275800,272800,273e3,281800,295900,303400,303200,301300,301200,301300,297500,295200,298300,296800,291400,291500,284500,294100,291100,305800,305600,304100,301400,287600,279600,271300,272900,284800,294200,304900,297500,291100,284200,285500,281900,292300,297300,309400,312400,320300,321400,32e4,317700,319400,317900,319900,316100,324200,327200,337400,340700,345800,347200,344100,340800,339900,340400,341800,339400,341200,341200,350200,350400,353800,347800,347e3,346e3,348300,351500,350200,350300,355700,357300,357e3,349100,346400,344700,347300,349300,350100,346200,347e3,35e4,350400,351900,349e3,350600,349400,351600,353400,357500,356400,357400,358400,358700,359600,358800,359700,36e4,359900,360500,361700,362700,364800,366700,369800,373100,381e3,383900,384200,377800,373200,373200,374700,376400,377900,378e3,381e3,384300,393700,
394856,"Miami-Fort Lauderdale, FL",8,258200,249500,235800,228600,224200,222300,214100,206e3,195100,187400,175500,167700,158800,151500,141400,136700,137300,141200,143200,143200,143900,145400,146300,146800,146500,144600,143500,141e3,137200,131400,126100,127400,130200,130400,123e3,118500,114900,118200,119800,123100,127100,125900,124400,122800,124500,128300,130900,133900,135200,137e3,137800,140500,140500,141200,143e3,145900,149200,153400,157800,161700,159800,16e4,162500,166900,169500,171200,173e3,174300,176300,177800,180500,179800,180700,179900,181800,184300,187400,187300,187400,188500,192400,196200,196200,197600,198200,201e3,205100,207600,209200,208e3,207700,208300,205700,206500,207600,216400,218500,221500,218500,219700,220500,222200,224800,228300,229200,23e4,228900,234800,236100,239600,236700,237600,235800,238500,241900,244800,245800,246800,251e3,255600,259100,258200,255600,253400,251200,251400,250900,256500,260100,264400,263300,267100,270300,
394347,"Atlanta, GA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94800,95500,96100,98100,96800,96800,96500,96900,98100,99900,103600,106100,108600,109700,113600,116900,120900,123e3,126100,128100,131900,135400,141100,142300,142300,140300,139700,139700,140100,14e4,139600,140800,145e3,149600,153600,154600,155600,155400,157900,160100,162300,162800,168900,171500,173300,169e3,169e3,169900,170100,171200,172800,174700,175e3,174500,173900,173300,171600,172700,173300,175400,176400,179e3,179500,181600,182300,186100,187300,189300,189e3,188600,188100,189200,191500,192700,195e3,197700,202900,204800,206500,205500,205300,203600,200500,202800,204800,207800,207700,21e4,213300,214200,
394404,"Boston, MA",10,332e3,326900,323600,321200,320100,319800,318200,317e3,311700,305800,295600,292700,285100,288100,285700,293e3,295900,302900,306700,307500,303700,308800,310200,312300,306500,305900,305400,309600,315600,322800,322900,321900,321100,317600,306700,293500,285300,287200,295500,306100,314600,317100,317300,310100,306e3,3e5,299900,296800,300500,302100,308500,315400,322600,321900,318900,319e3,322e3,321200,309200,305600,307e3,319300,321900,324300,324700,328400,328800,329800,328900,329800,333200,341e3,347300,348300,349400,350600,354300,354900,354e3,354600,355300,357600,359400,362300,361400,360300,359700,361100,365300,368600,370100,369700,369100,370100,370600,366600,364400,366800,372e3,377800,378100,379200,381100,382600,384e3,385400,387900,389800,391100,391700,394500,395700,397300,397600,400800,405200,411400,413900,412400,412200,412200,418100,421500,426800,426600,426700,424e3,427e3,430600,430100,429900,432e3,438600,
395057,"San Francisco, CA",11,6e5,553100,517100,494400,486800,465800,440300,405500,373900,351900,337200,327700,311400,301700,304600,328100,354e3,372600,390600,400600,41e4,418400,422800,420100,411e3,400200,406100,412100,427600,434200,439800,433e3,423200,415500,412e3,403600,392400,379900,378900,379800,385200,388300,390200,388400,385500,379500,380600,376500,377400,381500,398100,417500,437700,443e3,451e3,46e4,473200,494300,497300,499700,494800,514500,540600,559e3,567e3,566400,568300,571500,575100,579e3,592100,603400,607400,592900,582400,574200,577e3,584200,597500,601e3,596400,585300,584e3,591e3,605400,612400,614700,611500,611800,621800,624900,625500,622700,638700,651600,651e3,635200,624500,628800,641e3,650900,648700,642600,640500,650700,662100,676500,678600,680900,683600,689100,694500,693800,697e3,704600,72e4,736e3,741700,743500,751100,763800,769700,778900,780700,78e4,764400,760800,773900,785500,784e3,785200,791400,795e3,789400
395025,"Riverside, CA",12,303e3,284900,268600,257900,246500,235500,224e3,215700,206800,197100,189e3,179400,170900,160200,155200,153200,153600,154900,157600,160700,165900,168700,174600,174800,175600,172400,173900,174900,174700,173400,173800,174900,174200,173600,175500,176e3,173800,169400,167600,166800,166500,166800,168900,170200,171200,168900,170400,170200,172600,173600,175700,176900,177900,180300,185800,190700,197700,203700,209500,210800,213100,216200,221900,227700,231300,235e3,239600,244800,247800,249500,254700,257200,258400,255500,258700,259500,261100,260700,262200,264200,266300,268700,271500,274100,275600,276100,275700,276700,278700,282e3,284e3,283900,284500,285500,292e3,293e3,294100,292e3,293900,294500,295800,296400,303300,302700,304300,299600,301100,301700,303800,306300,308300,311900,313100,313800,316300,322900,327800,330100,339200,348400,353e3,349800,349400,350200,349600,348200,352400,353700,354700,349700,354100,355300,357100,353e3
394976,"Phoenix, AZ",13,224700,214e3,205500,199800,194e3,187400,179100,171300,162100,151500,142600,132800,125600,117200,112700,113800,118500,123600,125600,126500,129600,129800,130900,130600,131300,129400,126900,126300,126700,124700,122700,120700,12e4,116200,115100,114100,113900,111400,108800,109900,111e3,111900,113500,114700,120200,121100,116800,110700,108700,113100,118600,122300,124900,127500,127900,131400,134900,139100,141100,140700,142400,144200,147e3,149600,153100,154200,154900,155100,154500,155900,155600,156500,156500,157e3,157500,156800,157400,157800,159800,159900,161500,163500,164100,166400,168300,171300,172800,174400,175800,176500,177800,178700,180800,183200,184800,185800,187e3,189200,191300,192600,193900,196500,198200,200500,202300,201500,202800,203400,206200,205500,205900,206300,208800,210800,212600,214800,217600,219100,223300,226800,229600,228800,227200,229500,234e3,238300,238600,238900,240500,241800,246100,249e3,251700,247300
395078,"Seattle, WA",14,347700,339200,328200,319300,313100,314600,313300,314500,306400,308200,308900,316600,311600,304200,293100,289700,285700,285800,288700,292900,292900,296300,302600,310600,310500,301300,293300,285100,291600,294400,295e3,286700,282900,289300,290200,293300,285300,281900,270700,259200,250300,247100,248100,246200,243500,246400,247900,250700,247700,254400,26e4,271e3,275400,278700,282400,285100,292100,293300,290400,290500,292500,300500,303700,304400,307300,309900,314500,314700,312900,310100,309700,310900,310500,308900,306800,309500,313100,315800,318e3,319e3,320600,321100,323800,328700,332500,334900,334500,335800,333600,335700,336300,342400,342500,347e3,349800,353500,354700,355600,358100,359700,361400,364400,365700,368700,372500,376300,379800,380200,383900,387900,393500,398800,402e3,405400,409100,412900,417600,422600,429200,439400,450200,459600,455400,447100,437100,434700,433700,433300,435200,441900,449900,462900,467400,470400
394865,"Minneapolis-St Paul, MN",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182400,188500,193e3,195700,196800,196700,196500,195e3,195e3,194400,196200,197200,199e3,199600,203500,203e3,204300,203800,206700,208300,212300,216600,221100,220300,218300,216700,216800,218e3,218200,219e3,220300,220800,222400,222900,223700,223100,222900,223700,225100,226200,227700,227600,227500,227900,228900,230500,231200,232100,233500,234600,235900,237400,238600,239400,239400,241700,244200,247400,249900,252e3,252600,250800,250200,250500,254500,257300,258500,257200,259500,264900,
395056,"San Diego, CA",16,403200,394200,379900,368400,353300,341500,331400,320500,307800,297900,290200,288800,283800,282700,281e3,289600,298300,308400,314800,319900,324700,329100,326600,328500,329500,336e3,335300,332e3,331500,330500,336800,337200,338100,335800,327600,323300,319400,322300,321900,318500,317200,317800,315700,315200,313300,316500,316400,317200,318900,323300,328800,330700,335e3,339e3,347e3,352200,359600,367600,370800,372200,374100,385600,397300,404600,409200,41e4,414400,413600,415900,417700,418500,419100,421700,425900,429700,429700,432900,435e3,437300,438900,438200,436800,443300,448300,453e3,448500,449200,453300,457100,459500,457100,458500,462900,468400,473e3,472200,473400,476300,479900,480500,478200,482400,486100,494e3,493800,496800,498500,504500,508800,510500,512500,517300,519e3,521800,525400,529100,536700,541100,544400,545800,546300,554300,554800,557400,554800,557500,559900,559700,555100,552900,552900,556700,553900,558e3
395121,"St. Louis, MO",17,144400,143500,140300,136800,136600,137400,137200,137400,135600,134700,131600,135700,137900,140200,135700,133700,132e3,132300,133200,136600,137400,136300,136600,136200,139300,137900,138200,135400,134900,133200,133e3,131500,131300,130300,131400,131200,130100,127400,126100,124400,125100,126200,127e3,127100,127600,126500,124100,122200,124200,125800,127800,127900,129200,130800,132700,132700,130400,128600,126700,127600,129400,134300,138200,140700,141800,141800,142400,141300,139800,138200,138500,139100,139700,140200,140900,143100,143500,144700,143400,143400,144600,146e3,147800,150800,153600,153400,150700,148900,149900,150800,15e4,150400,149500,151e3,150400,147900,146400,147e3,150100,150900,149300,148800,149e3,149600,150100,149700,150200,151600,155200,155e3,154800,151200,152300,152e3,153400,154600,156600,157300,155500,155800,158e3,161500,161200,158300,157e3,157600,157300,158800,158300,160300,160100,162900,167500,
395148,"Tampa, FL",18,176900,171700,166800,161900,157700,153100,151500,147400,143600,137900,134300,130500,126400,123100,121600,121400,122e3,119800,120600,120700,124300,123700,123700,122700,121100,120300,118200,118600,113700,111600,109300,111300,110200,108300,103100,97e3,92300,90700,92700,95600,98100,99200,99100,99500,98600,99400,1e5,100300,1e5,1e5,103600,106e3,109200,110300,111300,112300,115400,117300,119500,116700,119200,119500,123e3,122400,124800,128200,130200,130100,130100,130700,130100,127500,125300,125500,128e3,130900,133400,135100,136300,137700,138100,138e3,136900,137e3,139200,142300,145e3,145600,145800,145100,147e3,148800,151e3,153500,156300,159100,159700,160600,162700,166e3,166600,168100,168e3,169700,170500,172300,174500,177300,178600,180200,18e4,181700,181600,180700,181200,182600,187300,189600,195600,199800,203400,201100,198e3,196700,195600,195300,196400,197e3,200300,200900,206600,209900,212400,
394358,"Baltimore, MD",19,231300,230900,223100,218e3,214e3,218100,220900,220800,215300,208200,211500,216300,222200,222600,216100,211500,204500,210200,211500,216400,214200,219700,218600,22e4,214800,207600,199500,194800,191200,191900,187e3,192100,190200,191800,206100,228600,223800,206200,174600,172700,156700,157e3,168500,185100,203600,208700,22e4,222800,222200,224100,221e3,222700,216300,216e3,217200,226500,231500,229700,228800,227600,224600,222700,221400,226500,230100,232300,229500,224e3,221600,223800,228700,230500,233100,230400,230800,230300,229500,231900,233e3,236300,235100,235300,233e3,231100,228600,228e3,227700,230600,234500,232300,231100,227300,229600,230400,230600,238600,239500,245400,240300,241400,239800,239900,239700,243e3,243200,242400,239e3,241800,241800,242500,241300,241500,240100,239400,241500,243800,246800,247600,248900,248600,250100,251300,250900,249900,246800,245200,244e3,246400,247900,246800,243900,245700,247900,
394530,"Denver, CO",20,200700,195700,195400,193500,196200,198400,197600,195200,190800,184600,175600,171300,171900,178200,183900,190600,195900,202700,204300,207100,206e3,207200,205e3,205700,204500,205e3,204700,204400,208700,211400,215100,213700,212700,213200,207700,203400,197800,197500,198500,200200,201e3,203300,204e3,206e3,206700,207500,209200,203800,203300,206300,216100,223500,227900,232700,236200,238e3,238400,236700,236400,235e3,236700,239500,242600,245600,247800,250100,252200,253600,253700,253400,253e3,250600,250500,251200,255100,257400,260300,262800,265200,265400,269700,271900,278600,278600,283200,285e3,290500,292200,291800,293600,295600,300100,303500,307300,311100,315400,319100,32e4,322500,324200,329200,330700,333800,335700,338600,342100,344700,346700,347e3,349400,350800,354900,355700,359400,361700,367200,369200,373e3,375100,383400,388100,393700,395700,396e3,393900,393300,394600,398200,399100,399800,401e3,401e3,402100,399600
394982,"Pittsburgh, PA",21,95800,95800,96600,95900,99600,99900,98400,95200,94900,91500,88800,86900,89600,90900,94300,97800,103400,105300,106600,106800,108300,107700,106700,104800,105900,107700,109700,109500,107100,105800,105700,107900,108400,107500,108400,104200,105300,100800,105600,105500,110500,111200,112100,111300,111500,109500,109800,111100,112200,115200,115500,118400,118400,117600,119100,118700,120200,119e3,119500,118800,119300,118300,120100,120800,122400,122100,122e3,121e3,120300,119300,119e3,119800,120400,121900,121700,123e3,122900,124700,125300,126900,126200,127800,128300,131200,132400,130700,128e3,126700,128900,13e4,130500,129200,129600,129900,131500,132400,131400,131600,131100,131900,131900,131100,130600,130500,132400,133200,135400,135800,138200,138100,138800,138400,137900,137800,137600,139700,142400,139800,137900,135900,142800,142e3,141400,139100,141800,141900,142100,141100,142900,143500,145900,149900,149300,
394998,"Portland, OR",22,278700,270500,267800,264500,265300,263700,258700,257200,254100,255300,255e3,256400,252300,244300,236300,234100,232800,234300,233100,233500,231100,233800,237600,238800,238e3,234100,230800,227200,228200,232700,235500,232800,230900,229900,229100,222900,213900,207500,205e3,205700,207100,208700,211300,212100,216400,215e3,213300,208e3,207100,208900,213600,220200,225e3,228800,231200,233200,234800,237200,243300,243200,246700,244200,249300,248600,253700,255300,258400,259400,261e3,260200,259e3,261900,263900,264800,263500,263900,266500,267300,268900,27e4,272100,273500,275300,275400,276200,277200,279300,283500,285800,288300,288300,288900,290700,295700,300500,302700,305800,309200,314100,317100,316400,317900,32e4,325100,328400,330400,336900,339600,341300,340600,342400,344700,345600,348800,351500,355400,356100,359100,367400,373800,376600,372900,372600,375500,374200,374800,372900,377300,379400,383300,384800,386700,386400,383500
394458,"Charlotte, NC",23,155700,152500,149700,148700,148400,148300,149400,150400,15e4,150400,148100,149500,148e3,148400,145500,146700,148300,149800,149900,150600,150600,149e3,151200,151900,151500,147300,145500,147100,149e3,150400,150400,151200,152500,154200,158800,157800,153800,147100,146300,153300,154500,156500,148700,149500,144300,148400,148200,152500,153100,153400,156300,160900,162300,161900,158e3,156300,154800,155700,157900,160500,161200,162100,163800,164e3,165100,165600,166800,167600,168100,170400,170400,169e3,168200,168500,169700,170100,171e3,171900,172500,171800,171200,172700,174700,178e3,177900,180900,181500,182e3,179300,178600,18e4,181800,183900,184300,185900,185300,184500,183900,185e3,187700,188e3,189800,189900,191600,191400,189300,188300,183700,185700,185800,188400,190100,194e3,194600,193700,193200,195700,197800,200800,205900,210600,215500,219500,221200,216500,214600,213e3,215700,216800,216800,218900,221200,223300,
395045,"Sacramento, CA",24,285500,273600,256e3,241400,231300,228700,223500,218100,209600,202400,195700,189800,186400,185100,185800,188300,193500,197800,200900,203700,206300,207800,207500,203700,203900,203500,204e3,201500,201200,200900,202200,199100,201e3,198400,196e3,188700,182600,179800,175400,175100,173700,176500,177600,176800,179100,179300,180500,179500,180200,182800,183800,185300,189700,195e3,203800,208300,214700,217700,223500,229500,238e3,243700,248600,252400,259900,263700,266800,266600,269100,271200,273800,277300,279400,281200,282500,284100,285800,286900,289400,291700,290800,293700,293600,302e3,302100,306200,303600,304800,305700,305700,306100,306200,309600,314e3,319600,322300,324900,325100,327200,328900,331e3,333300,334100,337400,343300,344200,345900,342400,343700,346800,349200,353200,355900,360100,364500,367500,372800,375100,378800,382400,387100,391900,390600,391600,390900,393e3,395300,394200,399600,400200,402e3,395800,393e3,396600
395055,"San Antonio, TX",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176300,175300,175700,176200,179200,179200,180500,180700,183e3,182700,184100,183800,185400,185400,185800,185800,185800,187600,186200,187e3,187200,187600,190100,190500,193300,190100,190300,191600,195300,195400,194500,193300,192800,193300,193100,193900,194400,195400,196100,197e3,197800,197900,197700,199300,200300,200600,202200,204400,207200,206800,206600,207400,208700,212400,214200,213900,211900,209100,21e4,
394943,"Orlando, FL",26,220500,214500,205600,201200,197100,194200,192e3,184100,179100,167500,163100,155600,147700,137600,127e3,121400,118300,120100,12e4,120600,119800,121500,117e3,115300,109500,109500,107900,109800,108800,104e3,99800,98400,100300,99300,97800,92900,94600,96500,101800,102500,103500,104600,106200,107400,111700,114300,116400,114e3,114200,112600,113700,115100,117800,119300,120400,122e3,123600,125300,127900,130400,132900,135500,136900,138400,139600,144200,147400,148600,149500,150200,151400,151500,151200,152500,153500,154700,155900,155500,156200,156700,157300,158e3,157500,158800,161200,162500,164200,164300,166700,168e3,171200,172500,175400,176600,181900,182300,182800,180600,182500,186e3,187800,190100,188900,191700,191700,194100,195200,197900,199900,201400,201700,203900,204700,207e3,208300,210300,210700,213600,219e3,228500,232100,233800,232700,234500,234300,234700,235300,240100,244500,251200,253500,256800,251800,
394466,"Cincinnati, OH",27,134100,130300,124600,125e3,123400,123400,121500,122e3,119400,114400,109900,109700,110100,113300,112900,115100,114700,116700,118900,122900,124500,124700,122300,123e3,123400,123e3,121300,119600,118500,118200,119200,119800,117900,118200,119100,121900,117100,111700,108e3,109100,113600,115700,116500,115400,115e3,116100,116200,114500,112500,112200,114400,117200,118600,118900,119200,121100,120800,120500,121100,122600,123800,123100,124700,124700,127e3,126900,128600,127200,128100,128200,127200,127800,127900,130600,130500,133700,135200,137e3,135800,135400,134e3,134100,132800,135100,134800,134900,134300,135100,136200,136500,136500,137800,135500,140900,141300,150600,148900,151800,146900,146500,144600,144800,145400,148700,149900,150400,151900,152700,153e3,151100,149300,149700,150200,151700,152100,152100,154e3,155300,158200,164300,165700,166e3,160200,157200,153900,155200,157200,160800,161500,163400,165300,171e3,172200,
394475,"Cleveland, OH",28,110900,109500,107700,105400,103900,103300,100500,96500,86300,81e3,76e3,77e3,75e3,81100,87300,95300,98300,101900,105100,109100,111600,109600,108100,107400,109800,108800,109700,109e3,106500,103600,101500,106e3,110600,114500,108500,100100,92200,91200,91900,96100,98800,100900,99e3,97400,93300,94200,93400,93900,92700,95800,99700,99900,101500,103500,106200,106300,104700,106800,105800,105300,102800,101e3,101900,104100,108300,110200,110900,110100,110800,109900,110400,107800,111200,113500,117100,116400,117200,119300,118300,118e3,116600,118700,118500,114100,113e3,111e3,115700,115800,117700,117100,117700,116200,113900,113700,112600,115500,112300,116400,116800,121200,119900,120700,121e3,122300,123400,124400,126100,126800,127200,127200,127300,125700,124100,122200,123300,126700,130700,131900,133600,135300,136500,135600,133400,131500,128e3,127300,129300,130900,133700,135100,138800,139500,140900,139900
394735,"Kansas City, MO",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160500,162100,163100,163100,165400,167100,169100,168600,163200,159e3,156700,160800,162600,164e3,164300,163300,160400,160400,162900,165100,164800,167e3,169900,172300,172400,170900,172e3,170900,171100,170300,168900,165e3,154400,154600,157700,169500,171300,172200,172200,174100,175800,175900,175200,175400,187900,190500,193700,184200,185e3,186300,186800,189400,186500,189500,191900,200100,212300,215700,213700,203300,197700,196500,194200,196100,198500,202900,205800,210100,220600,221600,
394775,"Las Vegas, NV",30,247300,242400,234700,228200,218300,208e3,195200,187500,177900,171e3,162400,155800,148400,138300,130400,125900,124400,121700,120200,121600,123900,124700,124800,124600,124800,126e3,128e3,130200,127700,126300,122800,122200,120600,119e3,118200,117600,115500,113700,111700,112e3,110400,107800,106200,107400,109800,110100,110200,109100,110100,112500,116e3,120300,121800,123800,125e3,129100,133e3,136700,139200,141700,144700,148600,152e3,157600,160900,163900,163200,164400,165900,168300,169600,171600,173600,174400,174200,168100,168600,171100,179100,181200,181500,182600,183400,189300,189600,191900,188500,188800,190200,191700,194100,193400,195100,195300,199800,203800,205200,203700,201400,202900,203900,204100,203700,206100,209e3,21e4,212100,213700,218700,219900,222700,227600,230900,231800,232e3,235300,238e3,240700,243700,248400,251e3,253700,257300,263300,263300,263700,262200,266800,268300,269300,271600,273100,275100,271100
394492,"Columbus, OH",31,138400,136300,137e3,136300,134700,132600,131200,129900,126300,122900,124200,123800,122800,120700,121500,123700,127e3,131300,134600,136900,137300,133800,129400,131200,133600,134800,131100,130900,125900,123100,119200,122300,123700,132300,134300,129100,120200,116900,118200,119500,121300,126100,124500,122100,123e3,126900,127200,120300,116800,120100,127300,131700,135300,135800,136300,133400,133300,133700,135600,134200,132700,131200,134200,138800,143800,145600,145e3,143800,158400,159200,159200,146600,149700,152700,151900,152e3,151900,154300,154300,155400,155900,157800,155300,164400,163600,166100,161200,161900,162300,159200,158500,156400,154e3,150500,151800,155900,161800,163500,162500,159800,160100,160200,163500,165900,169200,168400,170500,169600,170700,170200,171300,171200,171500,171600,172900,174800,177e3,180900,182900,184700,183e3,179900,176100,177100,178500,182100,181200,183200,185500,187700,188100,191200,192600,
394705,"Indianapolis, IN",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130100,128600,134300,14e4,144800,145400,145800,145200,146100,147600,152400,156e3,158600,154900,151300,147800,149100,132500,122400,108900,115100,116300,122700,125800,128600,135e3,139500,143600,140400,140500,139900,140900,140700,143300,148400,150300,148900,146800,143800,145300,142900,144500,146300,147e3,148e3,145900,146700,148900,150800,151800,153100,153400,154200,155900,159700,161100,162100,159900,161400,160100,161600,160600,160200,159200,159e3,160300,160100,162900,166300,170100,171e3,170800,170700,171700,171200,173e3,172700,175100,176800,178800,
